Stimuli,GPT Temp 0,GPT Temp .5,GPT Temp 1,GPT Continuous Temp 0,GPT Continuous Temp .5,GPT Continuous Temp 1,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum
the stage infant., Nonsense, Nonsense, Nonsense,2,3,2,-1,0.55,0.99,29,0,0,0,0.26,11,63,1.81,2528,372,2900,3.4,2.57,5.97
the plant magazine., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.9,1.47,29,0,0,0,0.01,13,1110,3.05,1302,703,2005,3.11,2.85,5.96
the pants bike., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.41,0.8,27,0,0,0,0.3,9,193,2.29,282,153,435,2.45,2.18,4.63
the bracelet diamond., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.79,1.26,28,0,0,0,0.13,15,28908,4.46,65,140,205,1.81,2.15,3.96
the pie moon., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.45,0.78,29,0,0,0,0,7,0,0,225,951,1176,2.35,2.98,5.33
the salmon rock., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.85,0.99,27,,0,0,0.02,10,111,2.05,216,1426,1642,2.33,3.15,5.49
the menu wine., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.61,1.1,28,0,,0,0.13,8,792,2.9,130,1313,1443,2.11,3.12,5.23
the sky summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1,1.15,28,0,0,0,0.19,9,492,2.69,1380,2165,3545,3.14,3.34,6.48
the cap screen., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.36,0.78,28,0,0,0,0.1,9,1015,3.01,489,518,1007,2.69,2.71,5.4
the magazine automobile., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.68,0.86,28,0,0,0,0.11,18,690,2.84,703,262,965,2.85,2.42,5.27
the corn baby., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.9,1.11,29,0,0,0,0.07,8,0,0,445,3281,3726,2.65,3.52,6.16
the bullet ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.18,0.48,28,0,0,0,0.04,9,0,0,229,934,1163,2.36,2.97,5.33
the hay field., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.43,1,28,0,0.027,0.01,0.16,8,8459,3.93,266,2327,2593,2.42,3.37,5.79
the cottage cheese., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.74,29,0.01,0.206,0.11,0.34,13,203780,5.31,555,497,1052,2.74,2.7,5.44
the sled dog., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.55,0.95,29,,,,0.56,7,42172,4.63,14,1285,1299,1.15,3.11,4.26
the mountain lion., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.83,0.66,29,0.01,0,0,0.18,12,98020,4.99,829,304,1133,2.92,2.48,5.4
the baby squirrel., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0,0,0,0.03,12,3918,3.59,3281,63,3344,3.52,1.8,5.32
the knife steak., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.14,1.3,28,0,0,0,0.33,10,532,2.73,663,146,809,2.82,2.16,4.99
the mountain cave., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.75,0.52,28,0,0,0,0.23,12,4957,3.7,829,491,1320,2.92,2.69,5.61
the face sheet., Nonsense, Nonsense, Nonsense,2,3,3,1,1.3,1.32,27,0,0,0,0.07,9,15500,4.19,8000,616,8616,3.9,2.79,6.69
the field phone., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.21,1.37,28,0,0,0,0.03,10,2914,3.46,2327,1414,3741,3.37,3.15,6.52
the building road., Nonsense, Makes Sense, Makes Sense,3,3,3,-1,1.07,1.05,28,0,0,0,0.11,12,1718,3.24,2854,3791,6645,3.46,3.58,7.03
the onion soup., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.08,0,0.04,0.34,9,62414,4.8,170,362,532,2.23,2.56,4.79
the mirror helmet., Nonsense, Nonsense, Makes Sense,3,3,3,-1,0.64,0.87,28,0,0,0,0.1,12,0,0,735,166,901,2.87,2.22,5.09
the library university., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.75,1.4,28,0,0,0,0.2,17,1274,3.11,942,3526,4468,2.97,3.55,6.52
the guy hotel., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.64,0.87,28,,0,0,0.37,8,104,2.02,465,2241,2706,2.67,3.35,6.02
the police school., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.45,0.69,29,0,0,0,0.05,12,3570,3.55,3770,6984,10754,3.58,3.84,7.42
the ape body., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,2.75,1.24,28,0,0,0,0.08,7,136,2.14,90,5243,5333,1.95,3.72,5.67
the book mirror., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.5,0.92,28,0,0,0,0.03,10,288,2.46,4932,735,5667,3.69,2.87,6.56
the ice mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.25,1.04,28,0,0,0,0.11,11,2364,3.37,934,829,1763,2.97,2.92,5.89
the ice winter., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.57,1.26,28,0,0,0,0.29,9,738,2.87,934,1423,2357,2.97,3.15,6.12
the menu garden., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.5,0.88,28,0,,0,-0.02,10,0,0,130,1998,2128,2.11,3.3,5.41
the vehicle radio., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.07,1.12,28,0,0,0,0.05,12,2278,3.36,383,1503,1886,2.58,3.18,5.76
the pool water., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.61,1.1,28,0.25,0.369,0.31,0.44,9,74780,4.87,620,7749,8369,2.79,3.89,6.68
the pen knife., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,0.82,1.44,28,0.02,0,0.01,0.17,8,8366,3.92,349,663,1012,2.54,2.82,5.36
the boot key., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.14,1.46,28,0,0,0,0.09,7,470,2.67,159,1281,1440,2.2,3.11,5.31
the baby orange., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.75,1.35,28,0,0,0,0.11,10,561,2.75,3281,495,3776,3.52,2.69,6.21
the tulip bulb., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.44,29,0.19,0.02,0.1,0.17,9,4517,3.65,14,116,130,1.15,2.06,3.21
the lid bowl., Makes Sense, Nonsense, Makes Sense,3,3,3,-1,0.83,1.1,29,0,0,0,0.37,7,281,2.45,246,525,771,2.39,2.72,5.11
the fire home., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.86,1.01,28,0,0,0,0.16,8,6010,3.78,2738,8831,11569,3.44,3.95,7.38
the vehicle engine., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.29,1.21,28,0,0,0,0.4,13,17217,4.24,383,788,1171,2.58,2.9,5.48
the nurse prison., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.96,1.4,28,0,0,0,0.08,11,0,0,592,1239,1831,2.77,3.09,5.87
the menu key., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.69,1.44,29,0,,0,0.36,7,17420,4.24,130,1281,1411,2.11,3.11,5.22
the dog picture., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.31,1.14,29,0,0,0,0.09,10,25134,4.4,1285,1905,3190,3.11,3.28,6.39
the truck refrigerator., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.14,1.43,29,0,0,0,0.16,17,92,1.97,444,152,596,2.65,2.18,4.83
the midnight cop., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3,1.22,28,,0,0,0.19,11,0,0,429,155,584,2.63,2.19,4.82
the father blood., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,0.54,0.84,28,0,0,0,0.03,11,137,2.14,4872,2536,7408,3.69,3.4,7.09
the cattle beef., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.76,1.41,29,0,0.041,0.02,0.71,10,2380,3.38,568,296,864,2.75,2.47,5.23
the dog toilet., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.62,1.35,29,0,0,0,0.04,9,1105,3.04,1285,415,1700,3.11,2.62,5.73
the crib sheet., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.54,1.48,28,0.01,0,0,0.07,9,39505,4.6,19,616,635,1.28,2.79,4.07
the meat crab., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.25,1.32,28,0,0,0,0.07,8,271,2.43,1280,81,1361,3.11,1.91,5.02
the gun house., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.79,1.59,29,0,0,0,0.13,8,601,2.78,1138,8601,9739,3.06,3.93,6.99
the bell tower., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,26,0.03,0.122,0.08,0.24,9,81524,4.91,507,832,1339,2.71,2.92,5.63
the field corn., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.29,1.41,28,0.03,0.056,0.04,0.17,9,21725,4.34,2327,445,2772,3.37,2.65,6.02
the clothes bed., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.68,0.98,28,0,0,0,0.36,10,693,2.84,2225,4376,6601,3.35,3.64,6.99
the door headlight., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.45,0.91,29,0,0,0,0.01,13,0,0,5891,20,5911,3.77,1.3,5.07
the ocean summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1,1.31,28,0,0,0,0.12,11,134,2.13,436,2165,2601,2.64,3.34,5.97
the bread flour., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.79,1.26,28,0.01,0,0,0.72,10,33908,4.53,1327,462,1789,3.12,2.66,5.79
the typewriter key., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.46,1.35,28,,0.041,0.04,0.4,13,1709,3.23,157,1281,1438,2.2,3.11,5.3
the door key., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.1,1.29,29,0.01,0.011,0.01,0.22,7,18660,4.27,5891,1281,7172,3.77,3.11,6.88
the corn cow., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.43,0.63,28,0,0,0,0.35,7,52,1.72,445,403,848,2.65,2.61,5.25
the lemon grass., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.97,1.64,29,0,0,0,0.06,10,56159,4.75,233,1483,1716,2.37,3.17,5.54
the magazine plant., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,0.75,1.24,28,0,0,0,0.01,13,108,2.04,703,1302,2005,2.85,3.11,5.96
the chess book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3,1.15,28,0,0,0,0.1,9,7997,3.9,264,4932,5196,2.42,3.69,6.11
the refrigerator door., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,27,,0,0,0.22,16,36390,4.56,152,5891,6043,2.18,3.77,5.95
the clothes summer., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.89,1.2,28,0.01,0,0,0.24,13,788,2.9,2225,2165,4390,3.35,3.34,6.68
the helmet dwarf., Nonsense, Nonsense, Nonsense,2,2,3,-1,0.34,0.61,29,0,0,0,0.13,11,0,0,166,129,295,2.22,2.11,4.33
the meat whale., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,0.89,0.99,28,0,0,0,0.04,9,0,0,1280,104,1384,3.11,2.02,5.12
the shoe tennis., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.48,1.18,29,0,0,0,0.21,10,424,2.63,253,398,651,2.4,2.6,5
the kitchen window., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.76,28,0,0,0,0.45,13,68689,4.84,1890,2372,4262,3.28,3.38,6.65
the baby picture., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.83,28,0,0,0,0.11,11,31339,4.5,3281,1905,5186,3.52,3.28,6.8
the cap ball., Nonsense, Nonsense, Makes Sense,3,3,3,-1,0.79,0.98,29,0,0,0,0.17,7,1056,3.02,489,1664,2153,2.69,3.22,5.91
the summer bike., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.45,1.35,29,0,0,0,0.14,10,1376,3.14,2165,153,2318,3.34,2.18,5.52
the autumn leaf., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.38,28,0.04,0,0.02,0.28,10,13814,4.14,605,279,884,2.78,2.45,5.23
the book worm., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.81,0.62,27,0.05,0.063,0.06,0.01,8,38519,4.59,4932,133,5065,3.69,2.12,5.82
the brick home., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.79,0.57,28,0,0,0,0.17,9,55525,4.74,498,8831,9329,2.7,3.95,6.64
the milk breast., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.04,1.16,27,0.02,0,0.01,0.23,10,4469,3.65,1868,774,2642,3.27,2.89,6.16
the door cage., Nonsense, Nonsense, Nonsense,3,3,3,-1,1,1.09,28,0,0,0,0.42,8,714,2.85,5891,225,6116,3.77,2.35,6.12
the milk crate., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0,0,0,0.1,9,12548,4.1,1868,48,1916,3.27,1.68,4.95
the ship star., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.04,1.14,28,0,0,0,0.07,8,1234,3.09,793,952,1745,2.9,2.98,5.88
the bag gym., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.75,0.93,28,0,0,0,0.22,6,676,2.83,1122,73,1195,3.05,1.86,4.91
the skin tiger., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.59,0.87,29,0,0,0,0.05,9,49,1.7,1617,160,1777,3.21,2.2,5.41
the ball fire., Makes Sense, Nonsense, Makes Sense,3,3,3,-1,0.96,1.17,28,0,0,0,0.04,8,1217,3.09,1664,2738,4402,3.22,3.44,6.66
the lizard queen., Makes Sense, Makes Sense, Nonsense,2,2,2,1,1.96,1.32,28,0,0,0,0.01,11,812,2.91,32,889,921,1.51,2.95,4.45
the gold banana., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,2.57,1.45,28,0,0,0,0.1,10,649,2.81,1575,74,1649,3.2,1.87,5.07
the cocktail umbrella., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.39,1.07,28,0,0.013,0.01,0.07,16,3427,3.54,147,203,350,2.17,2.31,4.47
the tea bag., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.01,0.087,0.05,0.23,6,71694,4.86,1589,1122,2711,3.2,3.05,6.25
the field ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.59,1.4,29,0,0,0,0.01,8,3328,3.52,2327,934,3261,3.37,2.97,6.34
the prince blood., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,1.14,1.35,28,0,0,0,0.03,11,140,2.15,592,2536,3128,2.77,3.4,6.18
the gold honey., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.29,1.08,28,0,0,0,0.05,9,243,2.39,1575,371,1946,3.2,2.57,5.77
the cage orange., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.32,0.72,28,0,0,0,0.12,10,0,0,225,495,720,2.35,2.69,5.05
the restaurant kitchen., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.56,0.8,27,0,0,0,0.38,17,11937,4.08,574,1890,2464,2.76,3.28,6.04
the wolf winter., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.86,0.71,28,0,0,0,0.27,10,69,1.85,119,1423,1542,2.08,3.15,5.23
the screen smoke., Nonsense, Nonsense, Makes Sense,2,3,3,-1,1.25,1.17,28,0,0,0,0.07,11,106,2.03,518,1050,1568,2.71,3.02,5.74
the wine bottle., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.05,0.011,0.03,0.42,10,127761,5.11,1313,1479,2792,3.12,3.17,6.29
the car body., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.24,1.27,29,0.01,0,0,0.06,7,88268,4.95,4944,5243,10187,3.69,3.72,7.41
the soup pot., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.62,0.94,29,0,0,0,0.53,7,30322,4.48,362,416,778,2.56,2.62,5.18
the bike headlight., Nonsense, Nonsense, Nonsense,3,3,3,1,3.45,0.99,29,0,0,0,0.25,13,475,2.68,153,20,173,2.18,1.3,3.49
the piano lid., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.14,1.15,28,0,0,0,0.06,8,1734,3.24,466,246,712,2.67,2.39,5.06
the cop bike., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.11,1.34,28,0,0,0,0.14,7,1355,3.13,155,153,308,2.19,2.18,4.38
the flour corn., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.11,1.13,28,0.02,0,0.01,0.55,9,1453,3.16,462,445,907,2.66,2.65,5.31
the school gym., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0,0,0,0.43,9,38737,4.59,6984,73,7057,3.84,1.86,5.71
the truck road., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.21,1.5,28,0,0.014,0.01,0.47,9,1993,3.3,444,3791,4235,2.65,3.58,6.23
the river valley., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.44,0.85,27,0,0,0,0.59,11,121540,5.08,1938,885,2823,3.29,2.95,6.23
the knife kitchen., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.79,1.37,29,0,0,0,0.26,12,1383,3.14,663,1890,2553,2.82,3.28,6.1
the mouse field., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.5,1.35,28,0.01,0,0,0.07,10,740,2.87,146,2327,2473,2.16,3.37,5.53
the building ship., Nonsense, Nonsense, Nonsense,3,3,3,-1,1.24,1.24,29,0,0,0,0.06,12,579,2.76,2854,793,3647,3.46,2.9,6.35
the summer building., Nonsense, Nonsense, Nonsense,3,3,3,1,2.62,1.5,29,0,0,0,0.16,14,1683,3.23,2165,2854,5019,3.34,3.46,6.79
the cab horse., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.66,0.97,29,,0,0,0.04,8,1068,3.03,178,1518,1696,2.25,3.18,5.43
the chestnut tree., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.96,0.19,28,0.37,,0.37,0.18,12,18851,4.28,67,1293,1360,1.83,3.11,4.94
the diamond necklace., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0,0.011,0.01,0.18,15,88901,4.95,140,41,181,2.15,1.61,3.76
the cat door., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3,1.46,29,0,0,0,0.22,7,11211,4.05,739,5891,6630,2.87,3.77,6.64
the picture baby., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.31,1.11,29,0,0,0,0.11,11,5597,3.75,1905,3281,5186,3.28,3.52,6.8
the face bed., Nonsense, Nonsense, Nonsense,2,3,3,-1,0.25,0.59,28,0,0,0,0.31,7,201,2.31,8000,4376,12376,3.9,3.64,7.54
the clock boy., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.17,1.2,29,0,0,0,0.12,8,103,2.02,637,3876,4513,2.8,3.59,6.39
the peacock chair., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.24,1.5,29,0,,0,0.24,12,545,2.74,52,1876,1928,1.72,3.27,4.99
the police vehicle., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0,0,0,0.13,13,47720,4.68,3770,383,4153,3.58,2.58,6.16
the knife butter., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1,0.89,29,0.01,0.013,0.01,0.25,11,77,1.89,663,490,1153,2.82,2.69,5.51
the fire rocket., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.29,1.41,28,0,0,0,0.18,10,1330,3.12,2738,146,2884,3.44,2.16,5.6
the bottle milk., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.14,1.43,29,0.04,0,0.02,0.33,10,1250,3.1,1479,1868,3347,3.17,3.27,6.44
the rope bridge., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.5,1.11,28,0,0,0,0.33,10,13085,4.12,564,1034,1598,2.75,3.01,5.77
the wine menu., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.96,0.19,28,0,0,0,0.13,8,6883,3.84,1313,130,1443,3.12,2.11,5.23
the home bus., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.36,1.25,28,0,0,0,0.3,7,1451,3.16,8831,1155,9986,3.95,3.06,7.01
the nut pine., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.64,0.83,28,0,0,0,0.2,7,1646,3.22,123,217,340,2.09,2.34,4.43
the cloud building., Makes Sense, Makes Sense, Nonsense,3,3,3,1,0.48,1.02,29,0,0,0,0.06,13,532,2.73,560,2854,3414,2.75,3.46,6.2
the dog pet., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.45,1.09,29,0.01,0,0,0.6,6,18366,4.26,1285,242,1527,3.11,2.38,5.49
the foot cat., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.64,0.91,28,0,0,0,0.11,7,1347,3.13,1797,739,2536,3.25,2.87,6.12
the leaf fire., Makes Sense, Makes Sense, Nonsense,3,3,3,1,1.57,1.55,28,0,0,0,0.04,8,1811,3.26,279,2738,3017,2.45,3.44,5.88
the house pet., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0,0,0,0.13,8,12545,4.1,8601,242,8843,3.93,2.38,6.32
the cake orange., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.44,0.64,27,0,0,0,0.25,10,305,2.49,383,495,878,2.58,2.69,5.28
the dish chicken., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.68,0.94,28,0,0,0,0.55,11,951,2.98,390,534,924,2.59,2.73,5.32
the beach sand., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.25,1.21,28,0.29,0.394,0.34,0.73,9,33186,4.52,1060,952,2012,3.03,2.98,6
the tree cliff., Makes Sense, Makes Sense, Nonsense,3,3,3,-1,0.82,1.22,28,0,0,0,0.15,9,0,0,1293,264,1557,3.11,2.42,5.53
the circus clown., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0.25,0.594,0.42,0.52,11,12124,4.08,257,58,315,2.41,1.76,4.17
the salmon steak., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.44,1.58,27,,0,0,0.14,11,7512,3.88,216,146,362,2.33,2.16,4.5
the horse barn., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.33,1.24,27,0,0,0,0.4,9,50802,4.71,1518,186,1704,3.18,2.27,5.45
the pet house., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.97,1.27,29,0,0,0,0.13,8,4434,3.65,242,8601,8843,2.38,3.93,6.32
the gun bullet., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.5,1.45,28,0.13,0.096,0.11,0.63,9,2470,3.39,1138,229,1367,3.06,2.36,5.42
the leg fork., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.29,0.71,28,0,0,0,0.16,7,0,0,1137,243,1380,3.06,2.39,5.44
the valley girl., Makes Sense, Nonsense, Nonsense,3,2,3,1,3.61,1.03,28,0,0,0,0.05,10,11154,4.05,885,4944,5829,2.95,3.69,6.64
the kitchen chair., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.96,0.19,28,0.01,0,0,0.66,12,18581,4.27,1890,1876,3766,3.28,3.27,6.55
the kitten stage., Makes Sense, Makes Sense, Nonsense,3,3,2,1,1.39,1.34,28,0,0,0,-0.01,11,368,2.57,71,2528,2599,1.85,3.4,5.25
the pen fountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.97,1.05,29,0,0,0,0.29,11,555,2.75,349,165,514,2.54,2.22,4.76
the book dog., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.68,0.94,28,0,0,0,0.03,7,3322,3.52,4932,1285,6217,3.69,3.11,6.8
the fork leg., Nonsense, Nonsense, Nonsense,3,3,3,1,0.45,0.95,29,0,0,0,0.16,7,4503,3.65,243,1137,1380,2.39,3.06,5.44
the book boy., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.32,1.47,28,0,0,0,0.08,7,2993,3.48,4932,3876,8808,3.69,3.59,7.28
the nut house., Makes Sense, Nonsense, Nonsense,3,3,3,1,3.43,1.1,28,0,0,0,0.13,8,9313,3.97,123,8601,8724,2.09,3.93,6.02
the rock star., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.89,0.57,28,0,0.019,0.01,0.02,8,429027,5.63,1426,952,2378,3.15,2.98,6.13
the picture dollar., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.52,0.78,29,0,0,0,0.04,13,460,2.66,1905,263,2168,3.28,2.42,5.7
the blood cow., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.46,0.79,28,0,0,0,0.03,8,56,1.76,2536,403,2939,3.4,2.61,6.01
the guy heart., Makes Sense, Nonsense, Makes Sense,3,3,3,-1,0.79,1.29,28,,0,0,0.07,8,105,2.03,465,2597,3062,2.67,3.41,6.08
the lawn jockey., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.93,1.65,28,0,0,0,0.07,10,3064,3.49,368,80,448,2.57,1.9,4.47
the leg frog., Nonsense, Nonsense, Nonsense,3,3,3,-1,0.93,1.15,28,0,0,0,0.1,7,288,2.46,1137,74,1211,3.06,1.87,4.92
the barn horse., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.69,1.39,29,0,0.165,0.08,0.4,9,1889,3.28,186,1518,1704,2.27,3.18,5.45
the kitten pet., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.48,1.12,29,0.01,0,0,0.63,9,407,2.61,71,242,313,1.85,2.38,4.24
the bull pup., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,1.71,1.44,28,0,0,0,0.22,7,1432,3.16,378,16,394,2.58,1.2,3.78
the bell book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.5,1.43,28,0.01,0,0,0.11,8,1036,3.02,507,4932,5439,2.71,3.69,6.4
the pie potato., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.89,1.13,28,0,0,0,0.43,9,511,2.71,225,206,431,2.35,2.31,4.67
the shelf ice., Makes Sense, Nonsense, Nonsense,3,3,3,-1,0.93,1.16,29,0,0,0,0.09,8,1850,3.27,246,934,1180,2.39,2.97,5.36
the flea house., Makes Sense, Makes Sense, Nonsense,3,3,3,-1,1.24,1.33,29,0,0,0,0.05,9,254,2.41,30,8601,8631,1.48,3.93,5.41
the telephone book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0,0.021,0.01,0.12,13,92816,4.97,1810,4932,6742,3.26,3.69,6.95
the home refrigerator., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.28,1.1,29,0,0,0,0.27,16,2759,3.44,8831,152,8983,3.95,2.18,6.13
the bread bowl., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.45,28,0,0,0,0.49,9,11334,4.05,1327,525,1852,3.12,2.72,5.84
the chocolate candy., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0,0.196,0.1,0.62,14,43613,4.64,232,113,345,2.37,2.05,4.42
